East Side,Master Bedroom,Master Bathroom,Office,Ty's Bedroom,Luke's Bedroom,Sabry's Bedroom,Living Room
West Side,Brody's Bedroom,Kitchen,Den,Bar,Living Room,Outside
03/02/2025-16:26:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,71.0,73.0,74.0,71.0,74.0
03/02/2025-16:26:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,71.0,73.0,74.0,71.0,74.0
03/02/2025-16:27:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,71.0,73.0,74.0,71.0,74.0
03/02/2025-16:27:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,71.0,73.0,74.0,71.0,73.7
03/02/2025-16:28:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,71.0,73.0,74.0,71.0,73.3
03/02/2025-16:28:34,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,71.0,73.0,74.0,71.0,73.0
03/02/2025-16:29:03,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,71.0,73.0,74.0,71.0,73.0
03/02/2025-16:29:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,71.0,73.0,74.0,71.0,73.0
03/02/2025-16:30:03,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,71.0,73.0,74.0,71.0,73.0
03/02/2025-16:30:34,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,71.0,73.0,74.0,71.0,73.0
03/02/2025-16:31:04,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,71.0,73.0,74.0,71.0,73.0
03/02/2025-16:31:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,71.0,73.0,74.0,71.0,73.0
03/02/2025-16:32:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,71.0,73.0,74.0,71.0,73.0
03/02/2025-16:32:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,71.0,73.0,74.0,71.0,73.0
03/02/2025-16:33:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,71.0,73.0,74.0,71.0,73.0
03/02/2025-16:33:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,71.3,73.0,74.0,71.0,73.0
03/02/2025-16:34:03,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,71.7,73.0,74.0,71.0,73.0
03/02/2025-16:34:33,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,73.0,74.0,71.0,73.0
03/02/2025-16:35:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,73.0,74.0,71.0,72.7
03/02/2025-16:35:33,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,73.0,74.0,71.0,72.3
03/02/2025-16:36:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,73.0,74.0,71.0,72.0
03/02/2025-16:36:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,73.0,74.0,71.0,72.0
03/02/2025-16:37:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,73.0,74.0,71.0,72.0
03/02/2025-16:37:33,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,73.0,74.0,71.0,72.0
03/02/2025-16:38:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,73.3,74.0,71.0,72.0
03/02/2025-16:38:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,73.7,74.0,71.0,72.0
03/02/2025-16:39:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.0,71.0,72.0
03/02/2025-16:39:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.0,71.0,72.0
03/02/2025-16:40:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.0,71.0,71.7
03/02/2025-16:40:34,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.0,71.0,71.3
03/02/2025-16:41:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.0,71.0,71.0
03/02/2025-16:41:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.0,71.0,71.0
03/02/2025-16:42:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.0,71.0,71.0
03/02/2025-16:42:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.0,71.0,71.0
03/02/2025-16:43:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.0,71.0,71.0
03/02/2025-16:43:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.0,71.0,71.0
03/02/2025-16:44:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.0,71.0,71.0
03/02/2025-16:44:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.0,71.0,71.0
03/02/2025-16:45:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.0,71.0,71.0
03/02/2025-16:45:35,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.0,71.0,71.0
03/02/2025-16:46:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.0,71.0,71.0
03/02/2025-16:46:33,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.0,71.0,71.0
03/02/2025-16:47:03,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.0,71.0,71.0
03/02/2025-16:47:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.0,71.0,71.0
03/02/2025-16:48:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.0,71.0,70.7
03/02/2025-16:48:33,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.0,71.0,70.3
03/02/2025-16:49:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.0,71.0,70.0
03/02/2025-16:49:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.0,71.0,70.0
03/02/2025-16:50:03,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.0,71.0,70.0
03/02/2025-16:50:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.3,71.0,70.0
03/02/2025-16:51:03,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.7,71.0,70.0
03/02/2025-16:51:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,75.0,71.0,70.0
03/02/2025-16:52:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,75.0,71.0,70.0
03/02/2025-16:52:33,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.7,71.0,70.0
03/02/2025-16:53:03,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.3,71.0,70.0
03/02/2025-16:53:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.0,71.0,70.0
03/02/2025-16:54:03,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.0,71.0,70.0
03/02/2025-16:54:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.0,71.0,70.0
03/02/2025-16:55:03,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.0,74.0,74.0,71.0,70.0
03/02/2025-16:55:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.3,74.0,74.0,71.0,70.0
03/02/2025-16:56:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,72.7,74.0,74.0,71.0,70.0
03/02/2025-16:56:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,74.0,71.0,70.0
03/02/2025-16:57:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,74.0,71.0,70.3
03/02/2025-16:57:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,74.0,71.0,70.7
03/02/2025-16:58:04,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,74.0,71.0,70.7
03/02/2025-16:58:33,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,74.0,71.0,70.3
03/02/2025-16:59:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,74.0,71.0,70.0
03/02/2025-16:59:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,74.0,71.0,70.0
03/02/2025-17:00:03,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,74.0,71.0,69.7
03/02/2025-17:00:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,74.0,71.0,69.3
03/02/2025-17:01:04,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,74.0,71.0,69.0
03/02/2025-17:01:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,74.0,71.0,69.0
03/02/2025-17:02:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,74.0,71.0,69.0
03/02/2025-17:02:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,74.0,71.0,69.0
03/02/2025-17:03:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,74.0,71.0,69.0
03/02/2025-17:03:32,73.0,71.0,73.0,72.3,73.0,75.0,71.0,75.0,73.0,74.0,74.3,71.0,69.0
03/02/2025-17:04:02,73.0,71.0,73.0,72.7,73.0,75.0,71.0,75.0,73.0,74.0,74.7,71.0,69.0
03/02/2025-17:04:32,73.0,71.0,73.0,73.0,73.0,75.0,71.0,75.0,73.0,74.0,75.0,71.0,69.0
03/02/2025-17:05:02,73.0,71.0,73.0,73.0,73.0,75.0,71.0,75.0,73.0,74.0,75.0,71.0,69.0
03/02/2025-17:05:33,73.0,71.0,73.0,72.7,73.0,75.0,71.0,75.0,73.0,74.0,75.0,71.0,69.0
03/02/2025-17:06:06,73.0,71.0,73.0,72.3,73.0,75.0,71.0,75.0,73.0,74.0,75.0,71.0,69.0
03/02/2025-17:06:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,75.0,71.0,69.0
03/02/2025-17:07:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,75.0,71.0,69.0
03/02/2025-17:07:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,75.0,71.0,69.0
03/02/2025-17:08:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,75.0,71.0,69.0
03/02/2025-17:08:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,75.0,71.0,69.0
03/02/2025-17:09:04,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,75.0,71.0,69.0
03/02/2025-17:09:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,75.0,71.0,69.0
03/02/2025-17:10:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,75.0,71.0,69.0
03/02/2025-17:10:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,75.0,71.0,69.0
03/02/2025-17:11:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,75.0,71.0,68.7
03/02/2025-17:11:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,75.0,71.0,68.3
03/02/2025-17:12:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,75.0,71.0,68.0
03/02/2025-17:12:34,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,75.0,71.0,68.0
03/02/2025-17:13:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,75.0,71.0,68.0
03/02/2025-17:13:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,75.0,71.0,68.0
03/02/2025-17:14:02,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,75.0,71.0,68.0
03/02/2025-17:14:32,73.0,71.0,73.0,72.0,73.0,75.0,71.0,75.0,73.0,74.0,75.0,71.0,68.0
03/02/2025-17:15:02,73.0,71.0,73.0,72.3,73.0,75.0,71.0,75.0,73.0,74.0,75.0,71.0,68.0
03/02/2025-17:15:32,73.0,71.0,73.0,72.7,73.0,75.0,71.0,75.0,73.0,74.0,75.0,71.0,68.0
03/02/2025-17:16:03,73.0,71.0,73.0,73.0,73.0,75.0,71.0,75.0,73.0,74.0,75.0,71.0,68.0
03/02/2025-17:16:32,73.0,71.0,73.0,73.0,73.0,75.0,71.0,75.0,73.0,74.3,75.0,71.0,68.0
03/02/2025-17:17:02,73.0,71.0,73.0,73.0,73.0,75.0,71.0,75.0,73.0,74.7,75.0,71.0,68.0
03/02/2025-17:17:32,73.0,71.0,73.0,73.0,73.0,75.0,71.0,75.0,73.0,75.0,75.0,71.0,68.0
03/02/2025-17:18:02,73.0,71.0,73.0,73.0,73.0,75.0,71.0,75.0,73.0,75.0,75.0,71.0,68.0
03/02/2025-17:18:32,73.0,71.0,73.0,73.0,73.0,75.0,71.0,75.0,73.0,75.0,75.0,71.0,68.0
03/02/2025-17:19:02,73.0,71.0,73.0,73.0,73.0,75.0,71.0,75.0,73.0,75.0,75.0,71.0,68.0
03/02/2025-17:19:32,73.0,71.0,73.0,73.0,73.0,75.0,71.0,75.0,73.0,75.3,75.0,71.0,68.0
03/02/2025-17:20:02,73.0,71.0,73.0,73.0,73.0,75.0,71.0,75.0,73.0,75.7,75.0,71.0,68.0
03/02/2025-17:20:32,73.0,71.0,73.0,73.0,73.0,75.0,71.0,75.0,73.0,75.7,75.0,71.0,68.0
03/02/2025-17:21:02,73.0,71.0,73.0,73.0,73.0,75.0,71.0,75.0,73.0,75.3,75.0,71.0,68.0
03/02/2025-17:21:35,73.0,71.0,73.0,73.0,73.0,75.0,71.0,75.0,73.0,75.0,75.0,71.0,68.0
03/02/2025-17:22:06,73.0,71.0,73.0,73.0,73.0,75.0,71.0,75.0,73.0,75.0,75.0,71.0,68.0
03/02/2025-17:22:32,73.0,71.0,73.0,73.0,73.0,75.0,71.0,75.0,73.0,75.0,75.0,71.0,68.0
03/02/2025-17:23:03,73.0,71.0,73.0,73.0,73.0,75.0,71.3,75.0,73.0,75.0,75.0,71.3,68.0
03/02/2025-17:23:32,73.0,71.0,73.0,73.0,73.0,75.0,71.7,75.0,73.0,75.0,75.0,71.7,68.0
03/02/2025-17:24:02,73.0,71.0,73.0,73.0,73.0,75.0,72.0,75.0,73.0,75.0,75.0,72.0,68.0
03/02/2025-17:24:32,73.0,71.0,73.0,73.0,73.0,75.0,72.0,75.0,73.0,75.0,75.0,72.0,68.0
03/02/2025-17:25:02,73.0,71.0,73.0,73.0,73.0,75.0,71.7,75.0,73.0,75.0,75.0,71.7,68.0
03/02/2025-17:25:32,73.0,71.0,73.0,73.0,73.0,75.0,71.3,75.3,73.0,75.0,75.0,71.3,68.0
03/02/2025-17:26:02,73.0,71.0,73.0,73.0,73.0,75.0,71.0,75.7,73.0,75.0,75.0,71.0,68.0
03/02/2025-17:26:32,73.0,71.0,73.0,73.0,73.0,75.0,71.0,76.0,73.0,75.0,75.0,71.0,68.0
03/02/2025-17:27:03,73.0,71.0,73.0,73.0,73.0,75.0,71.0,76.0,73.0,75.0,75.0,71.0,68.0
03/02/2025-17:27:32,73.0,71.0,73.0,73.0,73.0,75.0,71.0,75.7,73.0,75.0,75.0,71.0,68.0
03/02/2025-17:28:02,73.0,71.0,73.0,73.0,73.0,75.0,71.0,75.3,73.0,75.0,75.0,71.0,68.0
03/02/2025-17:28:32,73.0,71.0,73.0,73.0,73.0,75.0,71.0,75.0,73.0,75.0,75.0,71.0,68.0
03/02/2025-17:29:03,73.0,71.0,73.0,73.0,73.0,75.0,71.0,75.0,73.0,75.0,75.0,71.0,68.0
03/02/2025-17:29:32,73.0,71.0,73.0,73.0,73.0,75.0,71.0,75.0,73.0,75.0,75.0,71.0,68.0
03/02/2025-17:30:02,73.0,71.0,73.0,73.0,73.0,75.0,71.3,75.0,73.0,75.0,75.0,71.3,68.0
03/02/2025-17:30:32,73.0,71.0,73.0,73.0,73.0,75.0,71.7,75.0,73.0,75.0,75.0,71.7,68.0
03/02/2025-17:31:03,73.0,71.0,73.0,73.0,73.0,75.0,72.0,75.3,73.0,75.0,75.0,72.0,68.0
03/02/2025-17:31:37,73.0,71.0,73.0,73.0,73.0,75.0,72.0,75.7,73.0,75.0,75.0,72.0,68.0
03/02/2025-17:32:02,73.0,71.0,73.0,73.0,73.0,75.0,71.7,76.0,73.0,75.0,75.0,71.7,68.0
03/02/2025-17:32:32,73.0,71.0,73.0,73.0,73.0,75.0,71.3,76.0,73.0,75.0,75.0,71.3,68.0
03/02/2025-17:33:02,73.0,71.0,73.0,73.0,73.0,75.0,71.0,76.0,73.0,75.0,75.0,71.0,68.0
03/02/2025-17:33:32,73.0,71.0,73.0,73.0,73.0,75.0,71.0,76.0,73.0,75.0,75.0,71.0,68.0
03/02/2025-17:34:02,73.0,71.0,73.0,73.0,73.0,75.0,71.0,76.0,73.0,75.0,75.0,71.0,68.0
03/02/2025-17:34:32,73.0,71.0,73.0,73.0,73.0,75.0,71.0,76.0,73.0,75.0,75.0,71.0,68.0
03/02/2025-17:35:02,73.0,71.0,73.0,73.0,73.0,75.0,71.3,76.0,73.0,75.0,75.3,71.3,68.0
03/02/2025-17:35:32,73.0,71.0,73.0,73.0,73.0,75.0,71.7,76.0,73.0,75.0,75.7,71.7,67.7
03/02/2025-17:36:02,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,67.3
03/02/2025-17:36:32,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,67.0
03/02/2025-17:37:05,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,67.0
03/02/2025-17:37:32,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,67.0
03/02/2025-17:38:04,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,67.0
03/02/2025-17:38:32,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,67.0
03/02/2025-17:39:02,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,67.0
03/02/2025-17:39:32,73.0,71.0,73.0,73.0,73.0,75.0,71.7,76.0,73.0,75.0,76.0,71.7,67.0
03/02/2025-17:40:02,73.0,71.0,73.0,73.0,73.0,75.0,71.3,76.0,73.0,75.0,76.0,71.3,67.0
03/02/2025-17:40:32,73.0,71.0,73.0,73.0,73.0,75.0,71.0,76.0,73.0,75.0,76.0,71.0,67.0
03/02/2025-17:41:02,73.0,71.0,73.0,73.0,73.0,75.0,71.0,76.0,73.0,75.0,76.0,71.0,67.0
03/02/2025-17:41:32,73.0,71.0,73.0,73.0,73.0,75.0,71.0,76.0,73.0,75.0,76.0,71.0,67.0
03/02/2025-17:42:02,73.0,71.0,73.0,73.0,73.0,75.0,71.0,76.0,73.0,75.0,76.0,71.0,67.0
03/02/2025-17:42:32,73.0,71.0,73.0,73.0,73.0,75.0,71.3,76.0,73.0,75.0,76.0,71.3,67.0
03/02/2025-17:43:02,73.0,71.0,73.0,73.0,73.0,75.0,71.7,76.0,73.0,75.0,76.0,71.7,67.0
03/02/2025-17:43:32,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,67.0
03/02/2025-17:44:02,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,67.0
03/02/2025-17:44:32,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,67.0
03/02/2025-17:45:02,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,67.0
03/02/2025-17:45:33,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,67.0
03/02/2025-17:46:02,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,67.0
03/02/2025-17:46:32,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,67.0
03/02/2025-17:47:03,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,67.0
03/02/2025-17:47:32,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,66.7
03/02/2025-17:48:02,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,66.3
03/02/2025-17:48:32,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,66.0
03/02/2025-17:49:02,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,66.0
03/02/2025-17:49:32,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,66.0
03/02/2025-17:50:02,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,66.0
03/02/2025-17:50:32,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,66.0
03/02/2025-17:51:02,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,66.0
03/02/2025-17:51:32,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,66.0
03/02/2025-17:52:05,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,66.0
03/02/2025-17:52:33,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,66.0
03/02/2025-17:53:02,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,66.0
03/02/2025-17:53:34,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,66.0
03/02/2025-17:54:02,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,66.0
03/02/2025-17:54:32,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,66.0
03/02/2025-17:55:05,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.3,72.0,66.0
03/02/2025-17:55:32,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.7,72.0,66.0
03/02/2025-17:56:02,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,77.0,72.0,66.0
03/02/2025-17:56:32,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.7,72.0,66.0
03/02/2025-17:57:05,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.3,72.0,66.0
03/02/2025-17:57:32,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,66.0
03/02/2025-17:58:02,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,66.0
03/02/2025-17:58:32,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,66.0
03/02/2025-17:59:02,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,66.0
03/02/2025-17:59:32,73.0,71.0,73.0,73.0,73.0,75.0,72.0,76.0,73.0,75.0,76.0,72.0,66.0
